tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
607,2018-09-24 09:30:10.838000,2018-09-24 09:40:17.995000,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,2565,Subscriber,1984,2
694,2018-09-24 17:16:10.745000,2018-09-24 17:27:45.693000,22,South Station - 700 Atlantic Ave,42.352175,-71.055547,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,2580,Subscriber,1984,2
726,2018-09-26 08:47:56.862000,2018-09-26 09:00:03.134000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,177,University Park,42.36264779118595,-71.10006093978882,4014,Subscriber,1982,2
630,2018-09-26 17:50:20.224000,2018-09-26 18:00:50.911000,177,University Park,42.36264779118595,-71.10006093978882,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,3722,Subscriber,1982,2
745,2018-09-27 08:37:32.856000,2018-09-27 08:49:58.554000,61,Boylston St at Fairfield St,42.348762,-71.082383,11,Longwood Ave at Binney St,42.338629,-71.1065,4026,Subscriber,1980,2
601,2018-09-27 16:20:40.170000,2018-09-27 16:30:41.500000,11,Longwood Ave at Binney St,42.338629,-71.1065,61,Boylston St at Fairfield St,42.348762,-71.082383,4178,Subscriber,1980,2
948,2018-09-27 08:41:42.020000,2018-09-27 08:57:30.107000,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,143,EF - North Point Park,42.369885,-71.069957,3995,Subscriber,1980,2
1263,2018-09-27 17:33:56.690000,2018-09-27 17:54:59.925000,143,EF - North Point Park,42.369885,-71.069957,36,Copley Square - Dartmouth St at Boylston St,42.34993463611888,-71.07738554477692,3733,Subscriber,1980,2
735,2018-09-27 08:46:34.161000,2018-09-27 08:58:50.106000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,177,University Park,42.36264779118595,-71.10006093978882,3992,Subscriber,1982,2
799,2018-09-27 16:34:12.303000,2018-09-27 16:47:31.535000,177,University Park,42.36264779118595,-71.10006093978882,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,2950,Subscriber,1982,2
902,2018-09-27 08:54:20.729000,2018-09-27 09:09:23.629000,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412317439,-71.07657015323639,117,Binney St / Sixth St,42.36616223459919,-71.08688293667001,3938,Subscriber,1984,2
